orig,hira,kana,hepburn,kunrei,passport
厭忌,えんき,エンキ,enki,enki,enki
延期,えんき,エンキ,enki,enki,enki
演戯,えんぎ,エンギ,engi,engi,engi
演技,えんぎ,エンギ,engi,engi,engi
演義,えんぎ,エンギ,engi,engi,engi
縁組,えんぐみ,エングミ,engumi,engumi,engumi
嚥下,えんか,エンカ,enka,enka,enka
厭倦,えんけん,エンケン,enken,enken,enken
掩護,えんご,エンゴ,engo,engo,engo
援護,えんご,エンゴ,engo,engo,engo
遠交,えんこう,エンコウ,enkou,enkou,enko
怨嗟,えんさ,エンサ,ensa,ensa,ensa
演算,えんざん,エンザン,enzan,enzan,enzan
鉛槧,えんざん,エンザン,enzan,enzan,enzan
演習,えんしゅう,エンシュウ,enshuu,ensyuu,enshuu
円熟,えんじゅく,エンジュク,enjuku,enjuku,enjuku
演出,えんしゅつ,エンシュツ,enshutsu,ensyutu,enshutsu
援助,えんじょ,エンジョ,enjo,enjo,enjo
エンジョイ,えんじょい,エンジョイ,enjoi,enjoi,enjoi
延焼,えんしょう,エンショウ,enshou,ensyou,enshou
炎上,えんじょう,エンジョウ,enjou,enjou,enjou
延伸,えんしん,エンシン,enshin,ensin,enshin
怨声,えんせい,エンセイ,ensei,ensei,ensei
遠征,えんせい,エンセイ,ensei,ensei,ensei
遠逝,えんせい,エンセイ,ensei,ensei,ensei
塩析,えんせき,エンセキ,enseki,enseki,enseki
塩漬,しおづけ,シオヅケ,shiozuke,siozuke,shiozuke
演説,えんぜつ,エンゼツ,enzetsu,enzetu,enzetsu
演奏,えんそう,エンソウ,ensou,ensou,enso
塩蔵,えんぞう,エンゾウ,enzou,enzou,enzou
遠足,えんそく,エンソク,ensoku,ensoku,ensoku
延滞,えんたい,エンタイ,entai,entai,entai
遠投,えんとう,エントウ,entou,entou,ento
延年,えんねん,エンネン,ennen,ennen,ennen
延納,えんのう,エンノウ,ennou,ennou,ennou
エンパワーメント,えんぱわーめんと,エンパワーメント,enpawaamento,enpawaamento,empawaamento
円舞,えんぶ,エンブ,enbu,enbu,embu
演武,えんぶ,エンブ,enbu,enbu,embu
演舞,えんぶ,エンブ,enbu,enbu,embu
掩蔽,えんぺい,エンペイ,enpei,enpei,empei
援兵,えんぺい,エンペイ,enpei,enpei,empei
縁辺,えんぺん,エンペン,enpen,enpen,empen
遠望,えんぼう,エンボウ,enbou,enbou,enbo
遠謀,えんぼう,エンボウ,enbou,enbou,enbo
魘魅,えんみ,エンミ,enmi,enmi,emmi
援用,えんよう,エンヨウ,enyou,enyou,enyou
遠来,えんらい,エンライ,enrai,enrai,enrai
遠慮,えんりょ,エンリョ,enryo,enryo,enryo
横溢,おういつ,オウイツ,ouitsu,ouitu,oitsu
汪溢,おういつ,オウイツ,ouitsu,ouitu,oitsu
押印,おういん,オウイン,ouin,ouin,oin
押韻,おういん,オウイン,ouin,ouin,oin
応援,おうえん,オウエン,ouen,ouen,oen
応化,おうか,オウカ,ouka,ouka,oka
押下,おうか,オウカ,ouka,ouka,oka
謳歌,おうか,オウカ,ouka,ouka,oka
黄化,おうか,オウカ,ouka,ouka,oka
枉駕,おうが,オウガ,ouga,ouga,oga
横臥,おうが,オウガ,ouga,ouga,oga
往還,おうかん,オウカン,oukan,oukan,okan
応急処置,おうきゅうしょち,オウキュウショチ,oukyuushochi,oukyuusyoti,okyuushochi
応急手当,おうきゅうてあて,オウキュウテアテ,oukyuuteate,oukyuuteate,okyuuteate
往航,おうこう,オウコウ,oukou,oukou,oko
横行,おうこう,オウコウ,oukou,oukou,oko
応札,おうさつ,オウサツ,ousatsu,ousatu,osatsu
殴殺,おうさつ,オウサツ,ousatsu,ousatu,osatsu
押紙,おうし,オウシ,oushi,ousi,oshi
横死,おうし,オウシ,oushi,ousi,oshi
応射,おうしゃ,オウシャ,ousha,ousya,osha
応酬,おうしゅう,オウシュウ,oushuu,ousyuu,oshuu
押収,おうしゅう,オウシュウ,oushuu,ousyuu,oshuu
黄熟,こうじゅく,コウジュク,koujuku,koujuku,kojuku
鞅掌,おうしょう,オウショウ,oushou,ousyou,oshou
応召,おうしょう,オウショウ,oushou,ousyou,oshou
応唱,おうしょう,オウショウ,oushou,ousyou,oshou
往生,おうじょう,オウジョウ,oujou,oujou,ojou
往診,おうしん,オウシン,oushin,ousin,oshin
応接,おうせつ,オウセツ,ousetsu,ousetu,osetsu
応戦,おうせん,オウセン,ousen,ousen,osen
殴打,おうだ,オウダ,ouda,ouda,oda
応対,おうたい,オウタイ,outai,outai,otai
応諾,おうだく,オウダク,oudaku,oudaku,odaku
横断,おうだん,オウダン,oudan,oudan,odan
横着,おうちゃく,オウチャク,ouchaku,outyaku,ochaku
横転,おうてん,オウテン,outen,outen,oten
嘔吐,おうと,オウト,outo,outo,oto
応答,おうとう,オウトウ,outou,outou,oto
押捺,おうなつ,オウナツ,ounatsu,ounatu,onatsu
懊悩,おうのう,オウノウ,ounou,ounou,onou
往復,おうふく,オウフク,oufuku,oufuku,ofuku
往返,おうへん,オウヘン,ouhen,ouhen,ohen
応変,おうへん,オウヘン,ouhen,ouhen,ohen
黄変,おうへん,オウヘン,ouhen,ouhen,ohen
応募,おうぼ,オウボ,oubo,oubo,obo
往訪,おうほう,オウホウ,ouhou,ouhou,ohou
応用,おうよう,オウヨウ,ouyou,ouyou,oyou
往来,おうらい,オウライ,ourai,ourai,orai
横流,おうりゅう,オウリュウ,ouryuu,ouryuu,oryuu
横領,おうりょう,オウリョウ,ouryou,ouryou,oryou
横列,おうれつ,オウレツ,ouretsu,ouretu,oretsu
オウンゴール,おうんごーる,オウンゴール,oungooru,oungooru,ongooru
嗚咽,おえつ,オエツ,oetsu,oetu,oetsu
おおいびき,おおいびき,オオイビキ,ooibiki,ooibiki,oibiki
オークション,おーくしょん,オークション,ookushon,ookusyon,ookushon
OK,OK,OK,OK,OK,OK
おおけが,おおけが,オオケガ,ookega,ookega,okega
おおさわぎ,おおさわぎ,オオサワギ,oosawagi,oosawagi,osawagi
オーソライズ,おーそらいず,オーソライズ,oosoraizu,oosoraizu,oosoraizu
大損,おおぞん,オオゾン,oozon,oozon,ozon
オーダー,おーだー,オーダー,oodaa,oodaa,oodaa
おおわらい,おおわらい,オオワライ,oowarai,oowarai,owarai
おかわり,おかわり,オカワリ,okawari,okawari,okawari
憶測,おくそく,オクソク,okusoku,okusoku,okusoku
臆測,おくそく,オクソク,okusoku,okusoku,okusoku
臆断,おくだん,オクダン,okudan,okudan,okudan
おくりな,おくりな,オクリナ,okurina,okurina,okurina
おくりもの,おくりもの,オクリモノ,okurimono,okurimono,okurimono
おさらい,おさらい,オサライ,osarai,osarai,osarai
おしあらい,おしあらい,オシアライ,oshiarai,osiarai,oshiarai
おしうり,おしうり,オシウリ,oshiuri,osiuri,oshiuri
おしおき,おしおき,オシオキ,oshioki,osioki,oshioki
おしがみ,おしがみ,オシガミ,oshigami,osigami,oshigami
おじぎ,おじぎ,オジギ,ojigi,ozigi,ojigi
おしっこ,おしっこ,オシッコ,oshikko,osikko,oshikko
おしめ,おしめ,オシメ,oshime,osime,oshime
おしゃべり,おしゃべり,オシャベリ,oshaberi,osyaberi,oshaberi
汚辱,おじょく,オジョク,ojoku,ojoku,ojoku
汚染,おせん,オセン,osen,osen,osen
汚損,おそん,オソン,oson,oson,oson
汚濁,おだく,オダク,odaku,odaku,odaku
御茶,おちゃ,オチャ,ocha,otya,ocha
おでかけ,おでかけ,オデカケ,odekake,odekake,odekake
おとぎばなし,おとぎばなし,オトギバナシ,otogibanashi,otogibanasi,otogibanashi
オナニー,おなにー,オナニー,onanii,onanii,onanii
おねがい,おねがい,オネガイ,onegai,onegai,onegai
おはなつみ,おはなつみ,オハナツミ,ohanatsumi,ohanatumi,ohanatsumi
おまけ,おまけ,オマケ,omake,omake,omake
おまわり,おまわり,オマワリ,omawari,omawari,omawari
おむかえ,おむかえ,オムカエ,omukae,omukae,omukae
おむつ,おむつ,オムツ,omutsu,omutu,omutsu
汚名挽回,おめいばんかい,オメイバンカイ,omeibankai,omeibankai,omeibankai
おめこ,おめこ,オメコ,omeko,omeko,omeko
おもいだしわらい,おもいだしわらい,オモイダシワライ,omoidashiwarai,omoidasiwarai,omoidashiwarai
おもてなし,おもてなし,オモテナシ,omotenashi,omotenasi,omotenashi
おやすみ,おやすみ,オヤスミ,oyasumi,oyasumi,oyasumi
おわかれ,おわかれ,オワカレ,owakare,owakare,owakare
恩返し,おんがえし,オンガエシ,ongaeshi,ongaesi,ongaeshi
温灸,おんきゅう,オンキュウ,onkyuu,onkyuu,onkyuu
恩赦,おんしゃ,オンシャ,onsha,onsya,onsha
音写,おんしゃ,オンシャ,onsha,onsya,onsha
温存,おんぞん,オンゾン,onzon,onzon,onzon
音読,おんどく,オンドク,ondoku,ondoku,ondoku
音便,おんびん,オンビン,onbin,onbin,ombin
おんぶ,おんぶ,オンブ,onbu,onbu,ombu
音訳,おんやく,オンヤク,onyaku,onyaku,onyaku
音読み,おんよみ,オンヨミ,onyomi,onyomi,onyomi
遠流,おんる,オンル,onru,onru,onru
賀,が,ガ,ga,ga,ga
加圧,かあつ,カアツ,kaatsu,kaatu,kaatsu
カール,かーる,カール,kaaru,kaaru,kaaru
改悪,かいあく,カイアク,kaiaku,kaiaku,kaiaku
改印,かいいん,カイイン,kaiin,kaiin,kaiin
開院,かいいん,カイイン,kaiin,kaiin,kaiin
改過,かいか,カイカ,kaika,kaika,kaika
開化,かいか,カイカ,kaika,kaika,kaika
開花,かいか,カイカ,kaika,kaika,kaika
開会,かいかい,カイカイ,kaikai,kaikai,kaikai
改革,かいかく,カイカク,kaikaku,kaikaku,kaikaku
開学,かいがく,カイガク,kaigaku,kaigaku,kaigaku
外郭,がいかく,ガイカク,gaikaku,gaikaku,gaikaku
概括,がいかつ,ガイカツ,gaikatsu,gaikatu,gaikatsu
開巻,かいかん,カイカン,kaikan,kaikan,kaikan
開館,かいかん,カイカン,kaikan,kaikan,kaikan
概観,がいかん,ガイカン,gaikan,gaikan,gaikan
蓋棺,がいかん,ガイカン,gaikan,gaikan,gaikan
開眼,かいがん,カイガン,kaigan,kaigan,kaigan
回帰,かいき,カイキ,kaiki,kaiki,kaiki
会議,かいぎ,カイギ,kaigi,kaigi,kaigi
回議,かいぎ,カイギ,kaigi,kaigi,kaigi
懐疑,かいぎ,カイギ,kaigi,kaigi,kaigi
快気,かいき,カイキ,kaiki,kaiki,kaiki
懐郷,かいきょう,カイキョウ,kaikyou,kaikyou,kaikyou
改行,かいぎょう,カイギョウ,kaigyou,kaigyou,kaigyou
開業,かいぎょう,カイギョウ,kaigyou,kaigyou,kaigyou
開局,かいきょく,カイキョク,kaikyoku,kaikyoku,kaikyoku
皆勤,かいきん,カイキン,kaikin,kaikin,kaikin
解禁,かいきん,カイキン,kaikin,kaikin,kaikin
会計,かいけい,カイケイ,kaikei,kaikei,kaikei
解決,かいけつ,カイケツ,kaiketsu,kaiketu,kaiketsu
会見,かいけん,カイケン,kaiken,kaiken,kaiken
改憲,かいけん,カイケン,kaiken,kaiken,kaiken
改元,かいげん,カイゲン,kaigen,kaigen,kaigen
開元,かいげん,カイゲン,kaigen,kaigen,kaigen
概見,がいけん,ガイケン,gaiken,gaiken,gaiken
回顧,かいこ,カイコ,kaiko,kaiko,kaiko
懐古,かいこ,カイコ,kaiko,kaiko,kaiko
解雇,かいこ,カイコ,kaiko,kaiko,kaiko
介護,かいご,カイゴ,kaigo,kaigo,kaigo
悔悟,かいご,カイゴ,kaigo,kaigo,kaigo
偕行,かいこう,カイコウ,kaikou,kaikou,kaiko
回航,かいこう,カイコウ,kaikou,kaikou,kaiko
廻航,かいこう,カイコウ,kaikou,kaikou,kaiko
恢弘,かいこう,カイコウ,kaikou,kaikou,kaiko
改稿,かいこう,カイコウ,kaikou,kaikou,kaiko
蟹行,かいこう,カイコウ,kaikou,kaikou,kaiko
邂逅,かいこう,カイコウ,kaikou,kaikou,kaiko
開咬,かいこう,カイコウ,kaikou,kaikou,kaiko
開校,かいこう,カイコウ,kaikou,kaikou,kaiko
開港,かいこう,カイコウ,kaikou,kaikou,kaiko
開講,かいこう,カイコウ,kaikou,kaikou,kaiko
会合,かいごう,カイゴウ,kaigou,kaigou,kaigou
改号,かいごう,カイゴウ,kaigou,kaigou,kaigou
開合,かいごう,カイゴウ,kaigou,kaigou,kaigou
戒告,かいこく,カイコク,kaikoku,kaikoku,kaikoku
誡告,かいこく,カイコク,kaikoku,kaikoku,kaikoku
開国,かいこく,カイコク,kaikoku,kaikoku,kaikoku
骸骨,がいこつ,ガイコツ,gaikotsu,gaikotu,gaikotsu
かいごろし,かいごろし,カイゴロシ,kaigoroshi,kaigorosi,kaigoroshi
悔恨,かいこん,カイコン,kaikon,kaikon,kaikon
開墾,かいこん,カイコン,kaikon,kaikon,kaikon
皆済,かいさい,カイサイ,kaisai,kaisai,kaisai
開催,かいさい,カイサイ,kaisai,kaisai,kaisai
介在,かいざい,カイザイ,kaizai,kaizai,kaizai
改作,かいさく,カイサク,kaisaku,kaisaku,kaisaku
解散,かいさん,カイサン,kaisan,kaisan,kaisan
改竄,かいざん,カイザン,kaizan,kaizan,kaizan
概算,がいさん,ガイサン,gaisan,gaisan,gaisan
回視,かいし,カイシ,kaishi,kaisi,kaishi
怪死,かいし,カイシ,kaishi,kaisi,kaishi
改氏,かいし,カイシ,kaishi,kaisi,kaishi
開始,かいし,カイシ,kaishi,kaisi,kaishi
開市,かいし,カイシ,kaishi,kaisi,kaishi
解字,かいじ,カイジ,kaiji,kaizi,kaiji
開示,かいじ,カイジ,kaiji,kaizi,kaiji
開式,かいしき,カイシキ,kaishiki,kaisiki,kaishiki
膾炙,かいしゃ,カイシャ,kaisha,kaisya,kaisha
介錯,かいしゃく,カイシャク,kaishaku,kaisyaku,kaishaku
解釈,かいしゃく,カイシャク,kaishaku,kaisyaku,kaishaku
回収,かいしゅう,カイシュウ,kaishuu,kaisyuu,kaishuu
改修,かいしゅう,カイシュウ,kaishuu,kaisyuu,kaishuu
改宗,かいしゅう,カイシュウ,kaishuu,kaisyuu,kaishuu
懐柔,かいじゅう,カイジュウ,kaijuu,kaijuu,kaijuu
外出,がいしゅつ,ガイシュツ,gaishutsu,gaisyutu,gaishutsu
回春,かいしゅん,カイシュン,kaishun,kaisyun,kaishun
悔悛,かいしゅん,カイシュン,kaishun,kaisyun,kaishun
改悛,かいしゅん,カイシュン,kaishun,kaisyun,kaishun
買春,ばいしゅん,バイシュン,baishun,baisyun,baishun
開所,かいしょ,カイショ,kaisho,kaisyo,kaisho
解除,かいじょ,カイジョ,kaijo,kaijo,kaijo
介助,かいじょ,カイジョ,kaijo,kaijo,kaijo
会商,かいしょう,カイショウ,kaishou,kaisyou,kaishou
回章,かいしょう,カイショウ,kaishou,kaisyou,kaishou
廻章,かいしょう,カイショウ,kaishou,kaisyou,kaishou
快勝,かいしょう,カイショウ,kaishou,kaisyou,kaishou
快翔,かいしょう,カイショウ,kaishou,kaisyou,kaishou
改称,かいしょう,カイショウ,kaishou,kaisyou,kaishou
解消,かいしょう,カイショウ,kaishou,kaisyou,kaishou
回状,かいじょう,カイジョウ,kaijou,kaijou,kaijou
解錠,かいじょう,カイジョウ,kaijou,kaijou,kaijou
開城,かいじょう,カイジョウ,kaijou,kaijou,kaijou
開場,かいじょう,カイジョウ,kaijou,kaijou,kaijou
開錠,かいじょう,カイジョウ,kaijou,kaijou,kaijou
外商,がいしょう,ガイショウ,gaishou,gaisyou,gaishou
会食,かいしょく,カイショク,kaishoku,kaisyoku,kaishoku
解職,かいしょく,カイショク,kaishoku,kaisyoku,kaishoku
外食,がいしょく,ガイショク,gaishoku,gaisyoku,gaishoku
回診,かいしん,カイシン,kaishin,kaisin,kaishin
改心,かいしん,カイシン,kaishin,kaisin,kaishin
改新,かいしん,カイシン,kaishin,kaisin,kaishin
改進,かいしん,カイシン,kaishin,kaisin,kaishin
凱陣,がいじん,ガイジン,gaijin,gaizin,gaijin
戒心,かいしん,カイシン,kaishin,kaisin,kaishin
戒慎,かいしん,カイシン,kaishin,kaisin,kaishin
海水浴,かいすいよく,カイスイヨク,kaisuiyoku,kaisuiyoku,kaisuiyoku
回生,かいせい,カイセイ,kaisei,kaisei,kaisei
改姓,かいせい,カイセイ,kaisei,kaisei,kaisei
改正,かいせい,カイセイ,kaisei,kaisei,kaisei
開成,かいせい,カイセイ,kaisei,kaisei,kaisei
解析,かいせき,カイセキ,kaiseki,kaiseki,kaiseki
回折,かいせつ,カイセツ,kaisetsu,kaisetu,kaisetsu
解説,かいせつ,カイセツ,kaisetsu,kaisetu,kaisetsu
開設,かいせつ,カイセツ,kaisetsu,kaisetu,kaisetsu
外切,がいせつ,ガイセツ,gaisetsu,gaisetu,gaisetsu
外接,がいせつ,ガイセツ,gaisetsu,gaisetu,gaisetsu
会戦,かいせん,カイセン,kaisen,kaisen,kaisen
改選,かいせん,カイセン,kaisen,kaisen,kaisen
海戦,かいせん,カイセン,kaisen,kaisen,kaisen
改善,かいぜん,カイゼン,kaizen,kaizen,kaizen
凱旋,がいせん,ガイセン,gaisen,gaisen,gaisen
街宣,がいせん,ガイセン,gaisen,gaisen,gaisen
改組,かいそ,カイソ,kaiso,kaiso,kaiso
会葬,かいそう,カイソウ,kaisou,kaisou,kaiso
回想,かいそう,カイソウ,kaisou,kaisou,kaiso
回漕,かいそう,カイソウ,kaisou,kaisou,kaiso
回送,かいそう,カイソウ,kaisou,kaisou,kaiso
廻漕,かいそう,カイソウ,kaisou,kaisou,kaiso
廻送,かいそう,カイソウ,kaisou,kaisou,kaiso
快走,かいそう,カイソウ,kaisou,kaisou,kaiso
改葬,かいそう,カイソウ,kaisou,kaisou,kaiso
改装,かいそう,カイソウ,kaisou,kaisou,kaiso
潰走,かいそう,カイソウ,kaisou,kaisou,kaiso
開創,かいそう,カイソウ,kaisou,kaisou,kaiso
改造,かいぞう,カイゾウ,kaizou,kaizou,kaizou
解像,かいぞう,カイゾウ,kaizou,kaizou,kaizou
咳嗽,がいそう,ガイソウ,gaisou,gaisou,gaiso
外装,がいそう,ガイソウ,gaisou,gaisou,gaiso
懈怠,けたい,ケタイ,ketai,ketai,ketai
懐胎,かいたい,カイタイ,kaitai,kaitai,kaitai
拐帯,かいたい,カイタイ,kaitai,kaitai,kaitai
改替,かいたい,カイタイ,kaitai,kaitai,kaitai
解体,かいたい,カイタイ,kaitai,kaitai,kaitai
改題,かいだい,カイダイ,kaidai,kaidai,kaidai
解題,かいだい,カイダイ,kaidai,kaidai,kaidai
開拓,かいたく,カイタク,kaitaku,kaitaku,kaitaku
会談,かいだん,カイダン,kaidan,kaidan,kaidan
快談,かいだん,カイダン,kaidan,kaidan,kaidan
解団,かいだん,カイダン,kaidan,kaidan,kaidan
慨嘆,がいたん,ガイタン,gaitan,gaitan,gaitan
改築,かいちく,カイチク,kaichiku,kaitiku,kaichiku
懐中,かいちゅう,カイチュウ,kaichuu,kaityuu,kaichu
改鋳,かいちゅう,カイチュウ,kaichuu,kaityuu,kaichu
外注,がいちゅう,ガイチュウ,gaichuu,gaityuu,gaichu
回腸,かいちょう,カイチョウ,kaichou,kaityou,kaicho
開帳,かいちょう,カイチョウ,kaichou,kaityou,kaicho
開通,かいつう,カイツウ,kaitsuu,kaituu,kaitsuu
改定,かいてい,カイテイ,kaitei,kaitei,kaitei
改訂,かいてい,カイテイ,kaitei,kaitei,kaitei
開廷,かいてい,カイテイ,kaitei,kaitei,kaitei
