orig,hira,kana,hepburn,kunrei,passport
あかねずみ,あかねずみ,アカネズミ,akanezumi,akanezumi,akanezumi
あかはた,あかはた,アカハタ,akahata,akahata,akahata
アカハタ,あかはた,アカハタ,akahata,akahata,akahata
赤旗,あかはた,アカハタ,akahata,akahata,akahata
あかはだか,あかはだか,アカハダカ,akahadaka,akahadaka,akahadaka
あかはら,あかはら,アカハラ,akahara,akahara,akahara
アカハラ,あかはら,アカハラ,akahara,akahara,akahara
アカハライモリ,あかはらいもり,アカハライモリ,akaharaimori,akaharaimori,akaharaimori
アカハラダカ,あかはらだか,アカハラダカ,akaharadaka,akaharadaka,akaharadaka
あかひげ,あかひげ,アカヒゲ,akahige,akahige,akahige
あかふね,あかふね,アカフネ,akafune,akafune,akafune
あかふゆうじ,あかふゆうじ,アカフユウジ,akafuyuuji,akafuyuuzi,akafuyuuji
あかまた,あかまた,アカマタ,akamata,akamata,akamata
アカマタ,あかまた,アカマタ,akamata,akamata,akamata
あかまつ,あかまつ,アカマツ,akamatsu,akamatu,akamatsu
あかまんぼう,あかまんぼう,アカマンボウ,akamanbou,akamanbou,akamanbo
アカマンボウ,あかまんぼう,アカマンボウ,akamanbou,akamanbou,akamanbo
あかみ,あかみ,アカミ,akami,akami,akami
あかみず,あかみず,アカミズ,akamizu,akamizu,akamizu
あかみち,あかみち,アカミチ,akamichi,akamiti,akamichi
あかむらさき,あかむらさき,アカムラサキ,akamurasaki,akamurasaki,akamurasaki
あかめ,あかめ,アカメ,akame,akame,akame
アカモク,あかもく,アカモク,akamoku,akamoku,akamoku
あからがお,あからがお,アカラガオ,akaragao,akaragao,akaragao
あかり,あかり,アカリ,akari,akari,akari
あがり,あがり,アガリ,agari,agari,agari
アガリバナ,あがりばな,アガリバナ,agaribana,agaribana,agaribana
あかるさ,あかるさ,アカルサ,akarusa,akarusa,akarusa
あかるみ,あかるみ,アカルミ,akarumi,akarumi,akarumi
あかんべえ,あかんべえ,アカンベエ,akanbee,akanbee,akambee
あかんぼう,あかんぼう,アカンボウ,akanbou,akanbou,akanbo
赤ん坊,あかんぼう,アカンボウ,akanbou,akanbou,akanbo
あき,あき,アキ,aki,aki,aki
秋,あき,アキ,aki,aki,aki
あきあかね,あきあかね,アキアカネ,akiakane,akiakane,akiakane
あきあき,あきあき,アキアキ,akiaki,akiaki,akiaki
あきあじ,あきあじ,アキアジ,akiaji,akiazi,akiaji
あきあみ,あきあみ,アキアミ,akiami,akiami,akiami
あきいえ,あきいえ,アキイエ,akiie,akiie,akiie
あきかぜ,あきかぜ,アキカゼ,akikaze,akikaze,akikaze
空き缶,あきかん,アキカン,akikan,akikan,akikan
あきぎり,あきぎり,アキギリ,akigiri,akigiri,akigiri
あきくさ,あきくさ,アキクサ,akikusa,akikusa,akikusa
あきぐち,あきぐち,アキグチ,akiguchi,akiguti,akiguchi
あきぐも,あきぐも,アキグモ,akigumo,akigumo,akigumo
あきご,あきご,アキゴ,akigo,akigo,akigo
秋作,あきさく,アキサク,akisaku,akisaku,akisaku
秋桜,こすもす,コスモス,kosumosu,kosumosu,kosumosu
あきさめ,あきさめ,アキサメ,akisame,akisame,akisame
あきしお,あきしお,アキシオ,akishio,akisio,akishio
あきしも,あきしも,アキシモ,akishimo,akisimo,akishimo
あきす,あきす,アキス,akisu,akisu,akisu
あきず,あきず,アキズ,akizu,akizu,akizu
あきすねらい,あきすねらい,アキスネライ,akisunerai,akisunerai,akisunerai
あきぜみ,あきぜみ,アキゼミ,akizemi,akizemi,akizemi
あきぞら,あきぞら,アキゾラ,akizora,akizora,akizora
あきた,あきた,アキタ,akita,akita,akita
あきたいぬ,あきたいぬ,アキタイヌ,akitainu,akitainu,akitainu
あきち,あきち,アキチ,akichi,akiti,akichi
あきつ,あきつ,アキツ,akitsu,akitu,akitsu
あきづき,あきづき,アキヅキ,akizuki,akizuki,akizuki
あぎと,あぎと,アギト,agito,agito,agito
あきない,あきない,アキナイ,akinai,akinai,akinai
あきないぶね,あきないぶね,アキナイブネ,akinaibune,akinaibune,akinaibune
あきばれ,あきばれ,アキバレ,akibare,akibare,akibare
あきびより,あきびより,アキビヨリ,akibiyori,akibiyori,akibiyori
あきま,あきま,アキマ,akima,akima,akima
あきまつり,あきまつり,アキマツリ,akimatsuri,akimaturi,akimatsuri
あきや,あきや,アキヤ,akiya,akiya,akiya
あきやすみ,あきやすみ,アキヤスミ,akiyasumi,akiyasumi,akiyasumi
あきやま,あきやま,アキヤマ,akiyama,akiyama,akiyama
あきらめ,あきらめ,アキラメ,akirame,akirame,akirame
あきれがお,あきれがお,アキレガオ,akiregao,akiregao,akiregao
あきんど,あきんど,アキンド,akindo,akindo,akindo
あく,あく,アク,aku,aku,aku
悪,あく,アク,aku,aku,aku
灰汁,あく,アク,aku,aku,aku
アクアフィリア,あくあふぃりあ,アクアフィリア,akuafiria,akuafiria,akuafuiria
アクアマリン,あくあまりん,アクアマリン,akuamarin,akuamarin,akuamarin
悪意,あくい,アクイ,akui,akui,akui
悪因,あくいん,アクイン,akuin,akuin,akuin
悪運,あくうん,アクウン,akuun,akuun,akuun
悪影響,あくえいきょう,アクエイキョウ,akueikyou,akueikyou,akueikyou
悪疫,あくえき,アクエキ,akueki,akueki,akueki
悪縁,あくえん,アクエン,akuen,akuen,akuen
悪戯,いたずら,イタズラ,itazura,itazura,itazura
悪逆,あくぎゃく,アクギャク,akugyaku,akugyaku,akugyaku
悪行,あくぎょう,アクギョウ,akugyou,akugyou,akugyou
悪言,あくげん,アクゲン,akugen,akugen,akugen
悪業,あくぎょう,アクギョウ,akugyou,akugyou,akugyou
悪妻,あくさい,アクサイ,akusai,akusai,akusai
悪才,あくさい,アクサイ,akusai,akusai,akusai
悪事,あくじ,アクジ,akuji,akuzi,akuji
悪食,あくじき,アクジキ,akujiki,akuziki,akujiki
アクシスジカ,あくしすじか,アクシスジカ,akushisujika,akusisuzika,akushisujika
悪疾,あくしつ,アクシツ,akushitsu,akusitu,akushitsu
悪質,あくしつ,アクシツ,akushitsu,akusitu,akushitsu
アクシデント,あくしでんと,アクシデント,akushidento,akusidento,akushidento
握手,あくしゅ,アクシュ,akushu,akusyu,akushu
悪手,あくしゅ,アクシュ,akushu,akusyu,akushu
悪趣,あくしゅ,アクシュ,akushu,akusyu,akushu
悪習,あくしゅう,アクシュウ,akushuu,akusyuu,akushuu
悪臭,あくしゅう,アクシュウ,akushuu,akusyuu,akushuu
悪趣味,あくしゅみ,アクシュミ,akushumi,akusyumi,akushumi
悪循環,あくじゅんかん,アクジュンカン,akujunkan,akujunkan,akujunkan
悪所,あくしょ,アクショ,akusho,akusyo,akusho
悪書,あくしょ,アクショ,akusho,akusyo,akusho
悪女,あくじょ,アクジョ,akujo,akujo,akujo
アクション,あくしょん,アクション,akushon,akusyon,akushon
悪神,あくじん,アクジン,akujin,akuzin,akujin
悪臣,あくしん,アクシン,akushin,akusin,akushin
アクス,あくす,アクス,akusu,akusu,akusu
悪水,あくすい,アクスイ,akusui,akusui,akusui
悪声,あくせい,アクセイ,akusei,akusei,akusei
悪性,あくせい,アクセイ,akusei,akusei,akusei
悪政,あくせい,アクセイ,akusei,akusei,akusei
悪性腫瘍,あくせいしゅよう,アクセイシュヨウ,akuseishuyou,akuseisyuyou,akuseishuyou
アクセサリー,あくせさりー,アクセサリー,akusesarii,akusesarii,akusesarii
アクセシビリティ,あくせしびりてぃ,アクセシビリティ,akuseshibiritei,akusesibiritei,akuseshibiritei
アクセス,あくせす,アクセス,akusesu,akusesu,akusesu
アクセスカウンター,あくせすかうんたー,アクセスカウンター,akusesukauntaa,akusesukauntaa,akusesukauntaa
アクセル,あくせる,アクセル,akuseru,akuseru,akuseru
アクセルペダル,あくせるぺだる,アクセルペダル,akuserupedaru,akuserupedaru,akuserupedaru
悪戦,あくせん,アクセン,akusen,akusen,akusen
悪銭,あくせん,アクセン,akusen,akusen,akusen
悪戦苦闘,あくせんくとう,アクセンクトウ,akusenkutou,akusenkutou,akusenkuto
アクセント,あくせんと,アクセント,akusento,akusento,akusento
悪僧,あくそう,アクソウ,akusou,akusou,akuso
悪相,あくそう,アクソウ,akusou,akusou,akuso
あくた,あくた,アクタ,akuta,akuta,akuta
アクター,あくたー,アクター,akutaa,akutaa,akutaa
悪態,あくたい,アクタイ,akutai,akutai,akutai
あくたもくた,あくたもくた,アクタモクタ,akutamokuta,akutamokuta,akutamokuta
あくち,あくち,アクチ,akuchi,akuti,akuchi
アクチオ,あくちお,アクチオ,akuchio,akutio,akuchio
アクチニウム,あくちにうむ,アクチニウム,akuchiniumu,akutiniumu,akuchiniumu
アクチノイド,あくちのいど,アクチノイド,akuchinoido,akutinoido,akuchinoido
アクチュアリティー,あくちゅありてぃー,アクチュアリティー,akuchuariteii,akutyuariteii,akuchuariteii
アクチン,あくちん,アクチン,akuchin,akutin,akuchin
アクティビティ,あくてぃびてぃ,アクティビティ,akuteibitei,akuteibitei,akuteibitei
アクティブシニア,あくてぃぶしにあ,アクティブシニア,akuteibushinia,akuteibusinia,akuteibushinia
アクティブラーニング,あくてぃぶらーにんぐ,アクティブラーニング,akuteiburaaningu,akuteiburaaningu,akuteiburaaningu
悪天,あくてん,アクテン,akuten,akuten,akuten
悪天候,あくてんこう,アクテンコウ,akutenkou,akutenkou,akutenko
悪党,あくとう,アクトウ,akutou,akutou,akuto
悪童,あくどう,アクドウ,akudou,akudou,akudou
あくとく,あくとく,アクトク,akutoku,akutoku,akutoku
悪徳,あくとく,アクトク,akutoku,akutoku,akutoku
悪人,あくにん,アクニン,akunin,akunin,akunin
アクナレッジメント,あくなれっじめんと,アクナレッジメント,akunarejjimento,akunarezzimento,akunarejjimento
悪罵,あくば,アクバ,akuba,akuba,akuba
悪婆,あくば,アクバ,akuba,akuba,akuba
あくび,あくび,アクビ,akubi,akubi,akubi
悪筆,あくひつ,アクヒツ,akuhitsu,akuhitu,akuhitsu
悪評,あくひょう,アクヒョウ,akuhyou,akuhyou,akuhyou
悪風,あくふう,アクフウ,akufuu,akufuu,akufuu
悪文,あくぶん,アクブン,akubun,akubun,akubun
悪弊,あくへい,アクヘイ,akuhei,akuhei,akuhei
悪癖,あくへき,アクヘキ,akuheki,akuheki,akuheki
悪変,あくへん,アクヘン,akuhen,akuhen,akuhen
悪報,あくほう,アクホウ,akuhou,akuhou,akuhou
悪法,あくほう,アクホウ,akuhou,akuhou,akuhou
あくま,あくま,アクマ,akuma,akuma,akuma
悪魔,あくま,アクマ,akuma,akuma,akuma
悪夢,あくむ,アクム,akumu,akumu,akumu
アクメ,あくめ,アクメ,akume,akume,akume
悪名,あくめい,アクメイ,akumei,akumei,akumei
悪問,あくもん,アクモン,akumon,akumon,akumon
悪役,あくやく,アクヤク,akuyaku,akuyaku,akuyaku
悪友,あくゆう,アクユウ,akuyuu,akuyuu,akuyuu
悪用,あくよう,アクヨウ,akuyou,akuyou,akuyou
あぐら,あぐら,アグラ,agura,agura,agura
悪辣,あくらつ,アクラツ,akuratsu,akuratu,akuratsu
アグリー,あぐりー,アグリー,agurii,agurii,agurii
悪龍,あくりゅう,アクリュウ,akuryuu,akuryuu,akuryuu
悪霊,あくりょう,アクリョウ,akuryou,akuryou,akuryou
握力,あくりょく,アクリョク,akuryoku,akuryoku,akuryoku
アクリル,あくりる,アクリル,akuriru,akuriru,akuriru
あくるひ,あくるひ,アクルヒ,akuruhi,akuruhi,akuruhi
悪路,あくろ,アクロ,akuro,akuro,akuro
明,めい,メイ,mei,mei,mei
あげあし,あげあし,アゲアシ,ageashi,ageasi,ageashi
あけがた,あけがた,アケガタ,akegata,akegata,akegata
挙げ句,あげく,アゲク,ageku,ageku,ageku
挙句,あげく,アゲク,ageku,ageku,ageku
あけくれ,あけくれ,アケクレ,akekure,akekure,akekure
あげしお,あげしお,アゲシオ,ageshio,agesio,ageshio
あけしめ,あけしめ,アケシメ,akeshime,akesime,akeshime
あげぞこ,あげぞこ,アゲゾコ,agezoko,agezoko,agezoko
あけたて,あけたて,アケタテ,aketate,aketate,aketate
あけに,あけに,アケニ,akeni,akeni,akeni
あけにうま,あけにうま,アケニウマ,akeniuma,akeniuma,akeniuma
あげは,あげは,アゲハ,ageha,ageha,ageha
アゲハチョウ,あげはちょう,アゲハチョウ,agehachou,agehatyou,agehacho
揚羽蝶,あげはちょう,アゲハチョウ,agehachou,agehatyou,agehacho
あけび,あけび,アケビ,akebi,akebi,akebi
あけびこのは,あけびこのは,アケビコノハ,akebikonoha,akebikonoha,akebikonoha
あけぼの,あけぼの,アケボノ,akebono,akebono,akebono
あけぼのいろ,あけぼのいろ,アケボノイロ,akebonoiro,akebonoiro,akebonoiro
あげまき,あげまき,アゲマキ,agemaki,agemaki,agemaki
あげまん,あげまん,アゲマン,ageman,ageman,ageman
あけみ,あけみ,アケミ,akemi,akemi,akemi
あげもの,あげもの,アゲモノ,agemono,agemono,agemono
あげはちょう,あげはちょう,アゲハチョウ,agehachou,agehatyou,agehacho
あこ,あこ,アコ,ako,ako,ako
下火,したび,シタビ,shitabi,sitabi,shitabi
吾子,わがこ,ワガコ,wagako,wagako,wagako
あご,あご,アゴ,ago,ago,ago
顎,あご,アゴ,ago,ago,ago
あこう,あこう,アコウ,akou,akou,ako
亜綱,あこう,アコウ,akou,akou,ako
阿衡,あこう,アコウ,akou,akou,ako
あこうだい,あこうだい,アコウダイ,akoudai,akoudai,akodai
アコーディオン,あこーでぃおん,アコーディオン,akoodion,akoodion,akoodeion
あこがれ,あこがれ,アコガレ,akogare,akogare,akogare
あこぎ,あこぎ,アコギ,akogi,akogi,akogi
あごひげ,あごひげ,アゴヒゲ,agohige,agohige,agohige
あこめ,あこめ,アコメ,akome,akome,akome
衵,あこめ,アコメ,akome,akome,akome
あさ,あさ,アサ,asa,asa,asa
朝,あさ,アサ,asa,asa,asa
麻,あさ,アサ,asa,asa,asa
あざ,あざ,アザ,aza,aza,aza
アザーン,あざーん,アザーン,azaan,azaan,azaan
あさいち,あさいち,アサイチ,asaichi,asaiti,asaichi
朝一,あさいち,アサイチ,asaichi,asaiti,asaichi
あさおき,あさおき,アサオキ,asaoki,asaoki,asaoki
あさがお,あさがお,アサガオ,asagao,asagao,asagao
アサガオ,あさがお,アサガオ,asagao,asagao,asagao
あさがすみ,あさがすみ,アサガスミ,asagasumi,asagasumi,asagasumi
あさかぜ,あさかぜ,アサカゼ,asakaze,asakaze,asakaze
あさがた,あさがた,アサガタ,asagata,asagata,asagata
朝活,あさかつ,アサカツ,asakatsu,asakatu,asakatsu
あさかんむり,あさかんむり,アサカンムリ,asakanmuri,asakanmuri,asakammuri
あさぎ,あさぎ,アサギ,asagi,asagi,asagi
あさぎまだら,あさぎまだら,アサギマダラ,asagimadara,asagimadara,asagimadara
あさぎり,あさぎり,アサギリ,asagiri,asagiri,asagiri
朝霧,あさぎり,アサギリ,asagiri,asagiri,asagiri
あさぐも,あさぐも,アサグモ,asagumo,asagumo,asagumo
あさげ,あさげ,アサゲ,asage,asage,asage
あざけり,あざけり,アザケリ,azakeri,azakeri,azakeri
朝御飯,あさごはん,アサゴハン,asagohan,asagohan,asagohan
あさごはん,あさごはん,アサゴハン,asagohan,asagohan,asagohan
あさざ,あさざ,アサザ,asaza,asaza,asaza
あさしお,あさしお,アサシオ,asashio,asasio,asashio
あさしも,あさしも,アサシモ,asashimo,asasimo,asashimo
あさせ,あさせ,アサセ,asase,asase,asase
あさぞら,あさぞら,アサゾラ,asazora,asazora,asazora
あさだち,あさだち,アサダチ,asadachi,asadati,asadachi
浅知恵,あさじえ,アサジエ,asajie,asazie,asajie
あさって,あさって,アサッテ,asatte,asatte,asatte
あさつき,あさつき,アサツキ,asatsuki,asatuki,asatsuki
明後日,みょうごにち,ミョウゴニチ,myougonichi,myougoniti,myougonichi
あさっぱら,あさっぱら,アサッパラ,asappara,asappara,asappara
あさつゆ,あさつゆ,アサツユ,asatsuyu,asatuyu,asatsuyu
あさなぎ,あさなぎ,アサナギ,asanagi,asanagi,asanagi
あさぬの,あさぬの,アサヌノ,asanuno,asanuno,asanuno
あさね,あさね,アサネ,asane,asane,asane
朝寝坊,あさねぼう,アサネボウ,asanebou,asanebou,asanebo
あさはら,あさはら,アサハラ,asahara,asahara,asahara
朝飯,あさめし,アサメシ,asameshi,asamesi,asameshi
朝晩,あさばん,アサバン,asaban,asaban,asaban
あさひ,あさひ,アサヒ,asahi,asahi,asahi
あさひばり,あさひばり,アサヒバリ,asahibari,asahibari,asahibari
あさぶくろ,あさぶくろ,アサブクロ,asabukuro,asabukuro,asabukuro
あさぼらけ,あさぼらけ,アサボラケ,asaborake,asaborake,asaborake
あざみ,あざみ,アザミ,azami,azami,azami
あざみうま,あざみうま,アザミウマ,azamiuma,azamiuma,azamiuma
あさめし,あさめし,アサメシ,asameshi,asamesi,asameshi
あさめしまえ,あさめしまえ,アサメシマエ,asameshimae,asamesimae,asameshimae
あさもや,あさもや,アサモヤ,asamoya,asamoya,asamoya
あさやけ,あさやけ,アサヤケ,asayake,asayake,asayake
あさゆう,あさゆう,アサユウ,asayuu,asayuu,asayuu
海豹,あざらし,アザラシ,azarashi,azarasi,azarashi
アザラシ,あざらし,アザラシ,azarashi,azarasi,azarashi
