orig,hira,vowel
割譲,かつじょう,auou
合唱,がっしょう,aou
合掌,がっしょう,aou
褐色,かっしょく,aou
渇水,かっすい,aui
活性化,かっせいか,aeia
滑走,かっそう,aou
合奏,がっそう,aou
合葬,がっそう,aou
合体,がったい,aai
合致,がっち,ai
カット,かっと,ao
葛藤,かっとう,aou
活動,かつどう,auou
喝破,かっぱ,aa
割腹,かっぷく,auu
カップリング,かっぷりんぐ,auinu
合併,がっぺい,aei
闊歩,かっぽ,ao
渇望,かつぼう,auou
刮目,かつもく,auou
活躍,かつやく,auau
活用,かつよう,auou
滑落,かつらく,auau
割礼,かつれい,auei
仮定,かてい,aei
加点,かてん,aen
架電,かでん,aen
合点,がてん,aen
加糖,かとう,aou
稼働,かどう,aou
稼動,かどう,aou
稼得,かとく,aou
かどつけ,かどつけ,aoue
かどづけ,かどづけ,aoue
かどで,かどで,aoe
加入,かにゅう,anuu
加熱,かねつ,aneu
過熱,かねつ,aneu
加年,かねん,anen
化膿,かのう,anou
過納,かのう,anou
カバー,かばー,aaa
過払い,かはらい,aaai
下番,かばん,aan
下付,かふ,au
下附,かふ,au
歌舞,かぶ,au
過不足,かふそく,auou
がぶのみ,がぶのみ,aunoi
牙保,がほ,ao
加俸,かほう,aou
過褒,かほう,aou
下方修正,かほうしゅうせい,aouuuei
我慢,がまん,aan
加味,かみ,ai
かみばり,かみばり,aiai
仮眠,かみん,ain
夏眠,かみん,ain
過眠,かみん,ain
下命,かめい,aei
加盟,かめい,aei
下問,かもん,aon
加役,かやく,aau
かやぶき,かやぶき,aaui
かやり,かやり,aai
からあげ,からあげ,aaae
からいり,からいり,aaii
からぶり,からぶり,aaui
かりいれ,かりいれ,aiie
かりとり,かりとり,aioi
かりな,かりな,aina
かりぱく,かりぱく,aiau
加硫,かりゅう,auu
加療,かりょう,aou
加齢,かれい,aei
過冷,かれい,aei
過冷却,かれいきゃく,aeiau
過労,かろう,aou
かわながれ,かわながれ,aanaae
勘案,かんあん,anan
含意,がんい,ani
姦淫,かんいん,anin
簡閲,かんえつ,aneu
観閲,かんえつ,aneu
観桜,かんおう,anou
感化,かんか,ana
看過,かんか,ana
寛解,かんかい,anai
緩解,かんかい,anai
灌漑,かんがい,anai
勧学,かんがく,anau
管轄,かんかつ,anau
看貫,かんかん,anan
喚起,かんき,ani
換気,かんき,ani
歓喜,かんき,ani
諌議,かんぎ,ani
感泣,かんきゅう,anuu
官許,かんきょ,ano
閑居,かんきょ,ano
勧業,かんぎょう,anou
寒行,かんぎょう,anou
環境汚染,かんきょうおせん,anouoen
環境破壊,かんきょうはかい,anouaai
環境保護,かんきょうほご,anouoo
換金,かんきん,anin
監禁,かんきん,anin
看経,かんきん,anin
感吟,かんぎん,anin
閑吟,かんぎん,anin
艱苦,かんく,anu
関係,かんけい,anei
歓迎,かんげい,anei
歓迎会,かんげいかい,aneiai
感激,かんげき,anei
観劇,かんげき,anei
完結,かんけつ,aneu
乾繭,かんけん,anen
関鍵,かんけん,anen
換言,かんげん,anen
甘言,かんげん,anen
諫言,かんげん,anen
還元,かんげん,anen
喚呼,かんこ,ano
歓呼,かんこ,ano
監護,かんご,ano
看護,かんご,ano
観護,かんご,ano
刊行,かんこう,anou
勘校,かんこう,anou
勘考,かんこう,anou
勧降,かんこう,anou
完工,かんこう,anou
感光,かんこう,anou
敢行,かんこう,anou
箝口,かんこう,anou
緘口,かんこう,anou
緩行,かんこう,anou
観光,かんこう,anou
還幸,かんこう,anou
勘合,かんごう,anou
嵌合,かんごう,anou
雁行,がんこう,anou
勧告,かんこく,anou
監国,かんこく,anou
監査,かんさ,ana
鑑査,かんさ,ana
完済,かんさい,anai
艦載,かんさい,anai
贋作,がんさく,anau
監察,かんさつ,anau
観察,かんさつ,anau
換算,かんさん,anan
渙散,かんさん,anan
敢死,かんし,ani
環視,かんし,ani
監視,かんし,ani
看視,かんし,ani
諫死,かんし,ani
感謝,かんしゃ,ana
看取,かんしゅ,anu
看守,かんしゅ,anu
感受,かんじゅ,anu
甘受,かんじゅ,anu
監修,かんしゅう,anuu
完熟,かんじゅく,anuu
寛恕,かんじょ,ano
緩徐,かんじょ,ano
勧奨,かんしょう,anou
勧賞,かんしょう,anou
完勝,かんしょう,anou
干渉,かんしょう,anou
感賞,かんしょう,anou
管掌,かんしょう,anou
観照,かんしょう,anou
観賞,かんしょう,anou
鑑賞,かんしょう,anou
関渉,かんしょう,anou
勘定,かんじょう,anou
感情移入,かんじょういにゅう,anouinuu
感触,かんしょく,anou
間食,かんしょく,anou
寒心,かんしん,anin
感心,かんしん,anin
感震,かんしん,anin
勘申,かんじん,anin
冠水,かんすい,anui
完遂,かんすい,anui
潅水,かんすい,anui
灌水,かんすい,anui
売淫,ばいいん,aiin
完成,かんせい,anei
尊信,そんしん,onin
帰朝,きちょう,iou
独吟,どくぎん,ouin
監製,かんせい,anei
管制,かんせい,anei
冠雪,かんせつ,aneu
官設,かんせつ,aneu
関説,かんせつ,aneu
冠絶,かんぜつ,aneu
官撰,かんせん,anen
官選,かんせん,anen
感染,かんせん,anen
観戦,かんせん,anen
貫穿,かんせん,anen
勧善,かんぜん,anen
間然,かんぜん,anen
完全燃焼,かんぜんねんしょう,anennenou
乾燥,かんそう,anou
乾草,かんそう,anou
完走,かんそう,anou
換装,かんそう,anou
檻送,かんそう,anou
歓送,かんそう,anou
観想,かんそう,anou
観相,かんそう,anou
諫奏,かんそう,anou
還送,かんそう,anou
間奏,かんそう,anou
含嗽,がんそう,anou
含漱,うがい,uai
贋造,がんぞう,anou
簡素化,かんそか,anoa
観測,かんそく,anou
款待,かんたい,anai
歓待,かんたい,anai
眼帯,がんたい,anai
感歎,かんたん,anan
歓談,かんだん,anan
閑談,かんだん,anan
完治,かんち,ani
感知,かんち,ani
換地,かんち,ani
関知,かんち,ani
浣腸,かんちょう,anou
間諜,かんちょう,anou
姦通,かんつう,anuu
貫通,かんつう,anuu
鑑定,かんてい,anei
完徹,かんてつ,aneu
貫徹,かんてつ,aneu
感電,かんでん,anen
還都,かんと,ano
完投,かんとう,anou
敢闘,かんとう,anou
勘当,かんどう,anou
感動,かんどう,anou
貫道,かんどう,anou
感得,かんとく,anou
監督,かんとく,anou
嵌頓,かんとん,anon
艱難,かんなん,annan
嵌入,かんにゅう,annuu
陥入,かんにゅう,annuu
カンニング,かんにんぐ,anninu
観念,かんねん,annen
完納,かんのう,annou
感応,かんのう,annou
カンパ,かんぱ,ana
看破,かんぱ,ana
完売,かんばい,anai
観梅,かんばい,anai
乾杯,かんぱい,anai
乾盃,かんぱい,anai
勧杯,かんぱい,anai
勧盃,かんぱい,anai
完敗,かんぱい,anai
感佩,かんぱい,anai
簡抜,かんばつ,anau
渙発,かんぱつ,anau
煥発,かんぱつ,anau
干犯,かんぱん,anan
看病,かんびょう,anou
還付,かんぷ,anu
完封,かんぷう,anuu
感服,かんぷく,anuu
換物,かんぶつ,anuu
観兵,かんぺい,anei
鑑別,かんべつ,aneu
観望,かんぼう,anou
願望,がんぼう,anou
翰墨,かんぼく,anou
官没,かんぼつ,anou
陥没,かんぼつ,anou
含味,がんみ,ani
玩味,がんみ,ani
感銘,かんめい,anei
肝銘,かんめい,anei
緘黙,かんもく,anou
勘問,かんもん,anon
喚問,かんもん,anon
完訳,かんやく,anau
漢訳,かんやく,anau
監訳,かんやく,anau
簡約,かんやく,anau
勧誘,かんゆう,anuu
含有,がんゆう,anuu
干与,かんよ,ano
関与,かんよ,ano
寛容,かんよう,anou
慣用,かんよう,anou
歓楽,かんらく,anau
陥落,かんらく,anau
観覧,かんらん,anan
監理,かんり,ani
管理,かんり,ani
乾溜,かんりゅう,anuu
乾留,かんりゅう,anuu
貫流,かんりゅう,anuu
還流,かんりゅう,anuu
完了,かんりょう,anou
感涙,かんるい,anui
勧励,かんれい,anei
管領,かんりょう,anou
関連,かんれん,anen
玩弄,がんろう,anou
翫弄,がんろう,anou
緩和,かんわ,ana
記,き,i
祈雨,きう,iu
機運,きうん,iun
帰依,きえ,ie
帰営,きえい,iei
棄捐,きえん,ien
義捐,ぎえん,ien
既往,きおう,iou
記憶,きおく,iou
きおくれ,きおくれ,ioue
きおち,きおち,ioi
帰化,きか,ia
気化,きか,ia
帰臥,きが,ia
起臥,きが,ia
帰家,きか,ia
機械翻訳,きかいほんやく,iaionau
きがえ,きがえ,iae
企劃,きかく,iau
企画,きかく,iau
飢渇,きかつ,iau
帰艦,きかん,ian
帰還,きかん,ian
帰館,きかん,ian
祈願,きがん,ian
忌諱,きき,ii
毀棄,きき,ii
危疑,きぎ,ii
嬉戯,きぎ,ii
棄却,ききゃく,iau
企及,ききゅう,iuu
帰休,ききゅう,iuu
寄居,よりい,oii
欷歔,ききょ,io
起居,ききょ,io
帰京,ききょう,iou
帰敬,ききょう,iou
帰郷,ききょう,iou
起業,きぎょう,iou
危懼,きく,iu
寄寓,きぐう,iuu
きくばり,きくばり,iuai
帰結,きけつ,ieu
棄権,きけん,ien
危言,きげん,ien
奇効,きこう,iou
寄港,きこう,iou
寄稿,きこう,iou
寄航,きこう,iou
帰校,きこう,iou
帰港,きこう,iou
帰航,きこう,iou
気功,きこう,iou
起稿,きこう,iou
揮毫,きごう,iou
帰国,きこく,iou
記載,きさい,iai
起債,きさい,iai
帰参,きさん,ian
起算,きさん,ian
愧死,きし,ii
気死,きし,ii
擬死,ぎし,ii
喜捨,きしゃ,ia
帰社,きしゃ,ia
騎射,きしゃ,ia
記者会見,きしゃかいけん,iaaien
希釈,きしゃく,iau
稀釈,きしゃく,iau
奇襲,きしゅう,iuu
既習,きしゅう,iuu
寄宿,きしゅく,iuu
記述,きじゅつ,iuu
帰順,きじゅん,iun
寄書,きしょ,io
嘻笑,きしょう,iou
奇勝,きしょう,iou
奇捷,きしょう,iou
嬉笑,きしょう,iou
帰商,きしょう,iou
毀傷,きしょう,iou
記誦,きしょう,iou
起床,きしょう,iou
起請,きしょう,iou
偽称,ぎしょう,iou
偽証,ぎしょう,iou
寄進,きしん,iin
帰陣,きじん,iin
擬人化,ぎじんか,iina
キス,きす,iu
帰趨,きすう,iuu
寄生,きせい,iei
帰省,きせい,iei
祈誓,きせい,iei
祈請,きせい,iei
規制,きせい,iei
規整,きせい,iei
規正,きせい,iei
擬製,ぎせい,iei
帰籍,きせき,iei
既設,きせつ,ieu
気絶,きぜつ,ieu
義絶,ぎぜつ,ieu
帰船,きせん,ien
起訴,きそ,io
起草,きそう,iou
寄蔵,きぞう,iou
寄贈,きぞう,iou
偽装,ぎそう,iou
擬装,ぎそう,iou
艤装,ぎそう,iou
議奏,ぎそう,iou
偽造,ぎぞう,iou
帰属,きぞく,iou
毀損,きそん,ion
期待,きたい,iai
寄託,きたく,iau
帰宅,きたく,iau
忌憚,きたん,ian
愧赧,きたん,ian
帰着,きちゃく,iau
記帳,きちょう,iou
喫煙,きつえん,iuen
きづかい,きづかい,iuai
キックバック,きっくばっく,iuau
吃驚,きっきょう,iou
喫驚,きっきょう,iou
拮抗,きっこう,iou
頡頏,きっこう,iou
譎詐,きっさ,ia
詰問,きつもん,iuon
屹立,きつりつ,iuiu
規定,きてい,iei
議定,ぎてい,iei
帰天,きてん,ien
気転,きてん,ien
起電,きでん,ien
企図,きと,io
喜怒,きど,io
帰投,きとう,iou
祈祷,きとう,iou
飢凍,きとう,iou
起動,きどう,iou
既得,きとく,iou
きどり,きどり,ioi
きながし,きながし,inaai
帰日,きにち,inii
記入,きにゅう,inuu
祈念,きねん,inen
帰納,きのう,inou
帰農,きのう,inou
機能,きのう,inou
気の毒,きのどく,inoou
きのぼり,きのぼり,inooi
きのり,きのり,inoi
騎馬戦,きばせん,iaen
揮発,きはつ,iau
きばらし,きばらし,iaai
帰帆,きはん,ian
帰阪,きはん,ian
起番,きばん,ian
基肥,きひ,ii
忌避,きひ,ii
羈縻,きび,ii
起筆,きひつ,iiu
寄付,きふ,iu
寄附,きふ,iu
記譜,きふ,iu
起伏,きふく,iuu
既報,きほう,iou
冀望,きぼう,iou
希望,きぼう,iou
毀謗,きぼう,iou
きぼり,きぼり,ioi
欺瞞,ぎまん,ian
記名,きめい,iei
起毛,きもう,iou
欺罔,きもう,iou
奇問,きもん,ion
疑問視,ぎもんし,ioni
虐殺,ぎゃくさつ,auau
逆産,ぎゃくざん,auan
逆算,ぎゃくさん,auan
逆襲,ぎゃくしゅう,auuu
逆上,ぎゃくじょう,auou
脚色,きゃくしょく,auou
逆進,ぎゃくしん,auin
逆走,ぎゃくそう,auou
虐待,ぎゃくたい,auai
逆転,ぎゃくてん,auen
客引き,きゃくひき,auii
逆戻り,ぎゃくもどり,auooi
逆輸入,ぎゃくゆにゅう,auunuu
逆流,ぎゃくりゅう,auuu
キャスト,きゃすと,auo
却下,きゃっか,aa
却行,きゃっこう,aou
逆行,ぎゃっこう,aou
キャッチ・アップ,きゃっち・あっぷ,aiau
キャップ,きゃっぷ,au
キャンセル,きゃんせる,aneu
キャンプ,きゃんぷ,anu
窺窬,きゆ,iu
覬覦,きゆ,iu
嬉遊,きゆう,iuu
求愛,きゅうあい,uuai
吸引,きゅういん,uuin
吸飲,きゅういん,uuin
休園,きゅうえん,uuen
休演,きゅうえん,uuen
救援,きゅうえん,uuen
休学,きゅうがく,uuau
休刊,きゅうかん,uuan
休閑,きゅうかん,uuan
休館,きゅうかん,uuan
救急,きゅうきゅう,uuuu
休業,きゅうぎょう,uuou
求刑,きゅうけい,uuei
休憩,きゅうけい,uuei
急減,きゅうげん,uuen
救護,きゅうご,uuo
休校,きゅうこう,uuou
休耕,きゅうこう,uuou
休航,きゅうこう,uuou
休講,きゅうこう,uuou
急行,きゅうこう,uuou
救荒,きゅうこう,uuou
躬行,きゅうこう,uuou
糾合,きゅうごう,uuou
鳩合,きゅうごう,uuou
急降下,きゅうこうか,uuoua
求婚,きゅうこん,uuon
休載,きゅうさい,uuai
救済,きゅうさい,uuai
休止,きゅうし,uui
急死,きゅうし,uui
窮死,きゅうし,uui
給仕,きゅうじ,uui
給餌,きゅうじ,uui
吸湿,きゅうしつ,uuiu
吸収,きゅうしゅう,uuuu
急襲,きゅうしゅう,uuuu
窮愁,きゅうしゅう,uuuu
救出,きゅうしゅつ,uuuu
救助,きゅうじょ,uuo
急上昇,きゅうじょうしょう,uuouou
休職,きゅうしょく,uuou
求職,きゅうしょく,uuou
休心,きゅうしん,uuin
休神,きゅうしん,uuin
休診,きゅうしん,uuin
急伸,きゅうしん,uuin
急進,きゅうしん,uuin
汲水,きゅうすい,uuui
給水,きゅうすい,uuui
吸水,きゅうすい,uuui
急逝,きゅうせい,uuei
求積,きゅうせき,uuei
休戦,きゅうせん,uuen
急戦,きゅうせん,uuen
泣訴,きゅうそ,uuo
急送,きゅうそう,uuou
給桑,きゅうそう,uuou
急増,きゅうぞう,uuou
旧蔵,きゅうぞう,uuou
急造,きゅうぞう,uuou
休息,きゅうそく,uuou
休題,きゅうだい,uuai
給炭,きゅうたん,uuan
糺弾,きゅうだん,uuan
糾弾,きゅうだん,uuan
吸着,きゅうちゃく,uuau
急転,きゅうてん,uuen
急騰,きゅうとう,uuou
給湯,きゅうとう,uuou
吸入,きゅうにゅう,uunuu
窮迫,きゅうはく,uuau
給費,きゅうひ,uui
急病,きゅうびょう,uuou
朽腐,きゅうふ,uuu
給付,きゅうふ,uuu
急変,きゅうへん,uuen
急募,きゅうぼ,uuo
窮乏,きゅうぼう,uuou
休眠,きゅうみん,uuin
救民,きゅうみん,uuin
究明,きゅうめい,uuei
糾明,きゅうめい,uuei
糾問,きゅうもん,uuon
給油,きゅうゆ,uuu
給与,きゅうよ,uuo
休養,きゅうよう,uuou
給養,きゅうよう,uuou
急落,きゅうらく,uuau
急冷,きゅうれい,uuei
寄与,きよ,io
起用,きよう,iou
強意,きょうい,oui
脅威,きょうい,oui
教育,きょういく,ouiu
競泳,きょうえい,ouei
恐悦,きょうえつ,oueu
恭悦,きょうえつ,oueu
共演,きょうえん,ouen
競演,きょうえん,ouen
供応,きょうおう,ouou
協応,きょうおう,ouou
饗応,きょうおう,ouou
強化,きょうか,oua
教化,きょうか,oua
凝華,ぎょうか,oua
教誨,きょうかい,ouai
教戒,きょうかい,ouai
教誡,きょうかい,ouai
恐嚇,きょうかく,ouau
共学,きょうがく,ouau
驚愕,きょうがく,ouau
恐喝,きょうかつ,ouau
共管,きょうかん,ouan
叫喚,きょうかん,ouan
共起,きょうき,oui
慶喜,よしのぶ,oinou
狂喜,きょうき,oui
驚喜,きょうき,oui
協議,きょうぎ,oui
暁起,ぎょうき,oui
凝議,ぎょうぎ,oui
供給,きょうきゅう,ouuu
競業,きょうぎょう,ouou
狂喜乱舞,きょうきらんぶ,ouianu
恐懼,きょうく,ouu
教訓,きょうくん,ouun
恭敬,きょうけい,ouei
行啓,ぎょうけい,ouei
供血,きょうけつ,oueu
凝結,ぎょうけつ,oueu
教護,きょうご,ouo
凝固,ぎょうこ,ouo
強行,きょうこう,ouou
恐惶,きょうこう,ouou
校合,きょうごう,ouou
競合,きょうごう,ouou
行幸,ぎょうこう,ouou
行香,ぎょうごう,ouou
行幸啓,ぎょうこうけい,ououei
教唆,きょうさ,oua
共催,きょうさい,ouai
共済,きょうさい,ouai
夾雑,きょうざつ,ouau
協賛,きょうさん,ouan
教示,きょうじ,oui
仰視,ぎょうし,oui
凝視,ぎょうし,oui
怯弱,きょうじゃく,ouau
拱手,きょうしゅ,ouu
梟首,きょうしゅ,ouu
享受,きょうじゅ,ouu
教授,きょうじゅ,ouu
共修,きょうしゅう,ouuu
嬌羞,きょうしゅう,ouuu
凝聚,ぎょうしゅう,ouuu
凝集,ぎょうしゅう,ouuu
