orig,hira,vowel
あとがき,あとがき,aoai
あとかた,あとかた,aoaa
あとがま,あとがま,aoaa
後月,あとげつ,aoeu
あとさき,あとさき,aoai
後産,あとざん,aoan
後始末,あとしまつ,aoiau
あとずさり,あとずさり,aouai
あとぜめ,あとぜめ,aoee
あとぞなえ,あとぞなえ,aoonae
跡地,あとち,aoi
あとつぎ,あとつぎ,aoui
あとのつき,あとのつき,aonoui
アドバイザー,あどばいざー,aoaiaa
アドバイザリー,あどばいざりー,aoaiaii
アドバイス,あどばいす,aoaiu
あとばらい,あとばらい,aoaai
アドバルーン,あどばるーん,aoauun
アドバンス,あどばんす,aoanu
アドバンテージ,あどばんてーじ,aoaneei
アドベント,あどべんと,aoeno
アドベントカレンダー,あどべんとかれんだー,aoenoaenaa
後棒,あとぼう,aoou
アドボカシー,あどぼかしー,aooaii
アドホック,あどほっく,aoou
あとまわし,あとまわし,aoaai
あとめ,あとめ,aoe
アトモスフィア,あともすふぃあ,aoouia
あともどり,あともどり,aoooi
あとやま,あとやま,aoaa
アトランダム,あとらんだむ,aoanau
あとり,あとり,aoi
アトリエ,あとりえ,aoie
アトリビュート,あとりびゅーと,aoiuuo
アドリブ,あどりぶ,aoiu
アドレス,あどれす,aoeu
アドレスバー,あどれすばー,aoeuaa
アドレナリン,あどれなりん,aoenain
あな,あな,ana
坎,かん,an
孔,あな,ana
穴,あな,ana
アナーキズム,あなーきずむ,anaaiuu
あなうさぎ,あなうさぎ,anauai
アナウサギ,あなうさぎ,anauai
あなうめ,あなうめ,anaue
アナウンサー,あなうんさー,anaunaa
アナウンス,あなうんす,anaunu
あなかんむり,あなかんむり,anaanui
アナキズム,あなきずむ,anaiuu
あなぐま,あなぐま,anaua
アナグマ,あなぐま,anaua
アナグラム,あなぐらむ,anauau
あなご,あなご,anao
アナコンダ,あなこんだ,anaona
貴男,たかお,aao
アナナス,あななす,ananau
あなばち,あなばち,anaai
アナムネーシス,あなむねーしす,anauneeiu
アナリスト,あなりすと,anaiuo
アナルセックス,あなるせっくす,anaueuu
アナレンマ,あなれんま,anaena
アナログ,あなろぐ,anaou
アナロジー,あなろじー,anaoii
あに,あに,ani
兄,あに,ani
アニオン,あにおん,anion
あにき,あにき,anii
兄貴,あにき,anii
あにさん,あにさん,anian
アニソン,あにそん,anion
アニバーサリー,あにばーさりー,aniaaaii
アニメ,あにめ,anie
アニメーション,あにめーしょん,anieeon
アニメーター,あにめーたー,anieeaa
アニメソング,あにめそんぐ,anieonu
あによめ,あによめ,anioe
アニリン,あにりん,aniin
あね,あね,ane
姉,あね,ane
あねき,あねき,anei
姉貴,あねき,anei
あねご,あねご,aneo
姉御,あねご,aneo
あねさん,あねさん,anean
亜熱帯,あねったい,aneai
あねむこ,あねむこ,aneuo
アネモネ,あねもね,aneone
アノア,あのあ,anoa
アノード,あのーど,anooo
アノテーション,あのてーしょん,anoeeon
あのよ,あのよ,anoo
アパート,あぱーと,aaao
アパシー,あぱしー,aaii
あばずれ,あばずれ,aaue
あばた,あばた,aaa
あばらぼね,あばらぼね,aaaone
あばらや,あばらや,aaaa
あばれがわ,あばれがわ,aaeaa
あばら,あばら,aaa
アヒージョ,あひーじょ,aiio
アピール,あぴーる,aiiu
あひる,あひる,aiu
アヒル,あひる,aiu
アフ,あふ,au
あぶ,あぶ,au
アフィリエイト,あふぃりえいと,aiieio
アフィリエート,あふぃりえーと,aiieeo
あぶく,あぶく,auu
アブジャド,あぶじゃど,auao
アフターケア,あふたーけあ,auaaea
アプチャギ,あぷちゃぎ,auai
あぶみ,あぶみ,aui
鐙骨,あぶみこつ,auiou
あぶら,あぶら,aua
油,あぶら,aua
脂,あぶら,aua
あぶらあげ,あぶらあげ,auaae
あぶらえ,あぶらえ,auae
油絵,あぶらえ,auae
あぶらかす,あぶらかす,auaau
あぶらがみ,あぶらがみ,auaai
あぶらぎり,あぶらぎり,auaii
あぶらげ,あぶらげ,auae
あぶらざら,あぶらざら,auaaa
あぶらぜみ,あぶらぜみ,auaei
あぶらな,あぶらな,auana
アブラナ,あぶらな,auana
あぶらはや,あぶらはや,auaaa
あぶらび,あぶらび,auai
あぶらみ,あぶらみ,auai
あぶらむし,あぶらむし,auaui
アブラムシ,あぶらむし,auaui
あぶらや,あぶらや,auaa
アプリ,あぷり,aui
アプリオリ,あぷりおり,auioi
アフリカオオコノハズク,あふりかおおこのはずく,auiaooonoauu
アフリカスイギュウ,あふりかすいぎゅう,auiauiuu
アプリケーション・サービス・プロバイダ,あぷりけーしょん・さーびす・ぷろばいだ,auieeonaaiuuoaia
アプリケーションソフトウェア,あぷりけーしょんそふとうぇあ,auieeonououea
アプリコット,あぷりこっと,auioo
アプレゲール,あぷれげーる,aueeeu
アプレット,あぷれっと,aueo
アプローチ,あぷろーち,auooi
アフロディテ,あふろでぃて,auoie
あべこべ,あべこべ,aeoe
アベニュー,あべにゅー,aenuu
阿片,あへん,aen
鴉片,あへん,aen
アベンド,あべんど,aeno
あほ,あほ,ao
アポ,あぽ,ao
アポイントメント,あぽいんとめんと,aoinoeno
あほう,あほう,aou
あほうどり,あほうどり,aouoi
アホウドリ,あほうどり,aouoi
アボート,あぼーと,aooo
アボカド,あぼかど,aoao
アボガド,あぼがど,aoao
アボジレ,あぼじれ,aoie
アポストロフィー,あぽすとろふぃー,aouooii
アボディレ,あぼでぃれ,aoie
アポリア,あぽりあ,aoia
アボリジニ,あぼりじに,aoiini
あま,あま,aa
亜麻,あま,aa
尼,あま,aa
海士,かいし,aii
海女,あま,aa
アマ,あま,aa
あまあがり,あまあがり,aaaai
あまあし,あまあし,aaai
アマーロ,あまーろ,aaao
亜麻色,あまいろ,aaio
あまうり,あまうり,aaui
あまえ,あまえ,aae
あまえんぼう,あまえんぼう,aaenou
あまがえる,あまがえる,aaaeu
あまがき,あまがき,aaai
あまがさ,あまがさ,aaaa
あまかぜ,あまかぜ,aaae
あまがみ,あまがみ,aaai
あまかんむり,あまかんむり,aaanui
あまぎり,あまぎり,aaii
雨具,あまぐ,aau
あまくだり,あまくだり,aauai
あまくち,あまくち,aaui
あまぐも,あまぐも,aauo
あまご,あまご,aao
あまごい,あまごい,aaoi
あまさ,あまさ,aaa
あまざけ,あまざけ,aaae
あましずく,あましずく,aaiuu
あまぞら,あまぞら,aaoa
あまた,あまた,aaa
あまだいだい,あまだいだい,aaaiai
あまだれ,あまだれ,aaae
甘茶,あまちゃ,aaa
アマチュア,あまちゅあ,aaua
あまつかぜ,あまつかぜ,aauae
あまったれ,あまったれ,aaae
あまつばめ,あまつばめ,aauae
アマツバメ,あまつばめ,aauae
あまでら,あまでら,aaea
あまど,あまど,aao
甘党,あまとう,aaou
あまなつ,あまなつ,aanau
甘納豆,あまなっとう,aanaou
あまみ,あまみ,aai
あまみず,あまみず,aaiu
あまみのくろうさぎ,あまみのくろうさぎ,aainououai
アマミノクロウサギ,あまみのくろうさぎ,aainououai
アマメシバ,あまめしば,aaeia
あまもや,あまもや,aaoa
あまもり,あまもり,aaoi
あまやどり,あまやどり,aaaoi
アマヤニリンゴ,あまやにりんご,aaaniino
あまよ,あまよ,aao
あまり,あまり,aai
螭竜,ちりゅう,iuu
アマレット,あまれっと,aaeo
あみ,あみ,ai
網,あみ,ai
あみあぶら,あみあぶら,aiaua
アミーバ,あみーば,aiia
アミール,あみーる,aiiu
あみかけ,あみかけ,aiae
あみがさたけ,あみがさたけ,aiaaae
あみがしら,あみがしら,aiaia
阿弥陀,あみだ,aia
あみだな,あみだな,aiana
阿弥陀仏,あみだぶつ,aiauu
網点,あみてん,aien
網版,あみはん,aian
あみめ,あみめ,aie
あみもの,あみもの,aiono
アミロイド,あみろいど,aioio
アムールヤマネコ,あむーるやまねこ,auuuaaneo
あめ,あめ,ae
雨,あめ,ae
あめあがり,あめあがり,aeaai
あめあし,あめあし,aeai
あめいろ,あめいろ,aeio
アメーバ,あめーば,aeea
あめかぜ,あめかぜ,aeae
あめかんむり,あめかんむり,aeanui
あめしずく,あめしずく,aeiuu
あめつち,あめつち,aeui
あめつゆ,あめつゆ,aeuu
あめふらし,あめふらし,aeuai
アメフラシ,あめふらし,aeuai
あめふり,あめふり,aeui
雨模様,あめもよう,aeoou
あめゆき,あめゆき,aeui
アメリカミンク,あめりかみんく,aeiainu
アメリカン,あめりかん,aeian
アメリカンバイク,あめりかんばいく,aeianaiu
アメリカンフットボール,あめりかんふっとぼーる,aeianuooou
アメリシウム,あめりしうむ,aeiiuu
あめんぼ,あめんぼ,aeno
亜門,あもん,aon
あや,あや,aa
あやしげ,あやしげ,aaie
あやとり,あやとり,aaoi
あやまち,あやまち,aaai
あやまり,あやまり,aaai
アヤム,あやむ,aau
あやめ,あやめ,aae
あゆ,あゆ,au
アユ,あゆ,au
阿諛,あゆ,au
鮎,あゆ,au
あゆみ,あゆみ,aui
あら,あら,aa
アラート,あらーと,aaao
アラーム,あらーむ,aaau
あらい,あらい,aai
アライアンス,あらいあんす,aaianu
アライグマ,あらいぐま,aaiua
あらいぐま,あらいぐま,aaiua
浣熊,あらいぐま,aaiua
あらいはり,あらいはり,aaiai
あらいみ,あらいみ,aaii
あらいもの,あらいもの,aaiono
あらう,あらう,aau
あらうみ,あらうみ,aaui
あらえびす,あらえびす,aaeiu
あらかし,あらかし,aaai
あらがね,あらがね,aaane
あらがみ,あらがみ,aaai
アラカルト,あらかると,aaauo
阿羅漢,あらかん,aaan
鉱,こう,ou
あらさがし,あらさがし,aaaai
あらし,あらし,aai
嵐,あらし,aai
あらしお,あらしお,aaio
あらしぐも,あらしぐも,aaiuo
あらすじ,あらすじ,aaui
あらそい,あらそい,aaoi
あらた,あらた,aaa
あらて,あらて,aae
あらなみ,あらなみ,aanai
アラビアオリックス,あらびあおりっくす,aaiaoiuu
あらびき,あらびき,aaii
アラブ,あらぶ,aau
あらまし,あらまし,aaai
あらむしゃ,あらむしゃ,aaua
あらむしろ,あらむしろ,aauio
あらもの,あらもの,aaono
あららぎ,あららぎ,aaai
あられ,あられ,aae
霰,あられ,aae
あられいし,あられいし,aaeii
あらわ,あらわ,aaa
あらわし,あらわし,aaai
あらわれ,あらわれ,aaae
あり,あり,ai
アリ,あり,ai
ありあけ,ありあけ,aiae
ありあわせ,ありあわせ,aiaae
ありか,ありか,aia
ありかた,ありかた,aiaa
ありがね,ありがね,aiane
ありきたり,ありきたり,aiiai
ありくい,ありくい,aiui
アリクイ,ありくい,aiui
アリゲーター,ありげーたー,aieeaa
ありさま,ありさま,aiaa
蟻地獄,ありじごく,aiiou
ありすい,ありすい,aiui
ありだか,ありだか,aiaa
ありづか,ありづか,aiua
ありつかげら,ありつかげら,aiuaea
ありったけ,ありったけ,aiae
ありてい,ありてい,aiei
ありのまま,ありのまま,ainoaa
アリバイ,ありばい,aiai
ありまき,ありまき,aiai
亜流,ありゅう,auu
亜硫酸,ありゅうさん,auuan
ありよう,ありよう,aiou
アルカリ,あるかり,auai
アルカン,あるかん,auan
アルキン,あるきん,auin
アルケン,あるけん,auen
アルコール,あるこーる,auoou
アルコールランプ,あるこーるらんぷ,auoouanu
アルゴリズム,あるごりずむ,auoiuu
アルゴン,あるごん,auon
あるじ,あるじ,aui
主,しゅ,u
アルシング,あるしんぐ,auinu
アルティメット,あるてぃめっと,aueieo
アルテミス,あるてみす,aueiu
アルバートサウルス,あるばーとさうるす,auaaoauuu
アルバイター,あるばいたー,auaiaa
アルバイト,あるばいと,auaio
アルパカ,あるぱか,auaa
アルバトロス,あるばとろす,auaoou
アルバム,あるばむ,auau
アルビノ,あるびの,auino
アルプス,あるぷす,auuu
アルペンスキー,あるぺんすきー,auenuii
アルマジロ,あるまじろ,auaio
アルミ,あるみ,aui
アルミナ,あるみな,auina
アルミニウム,あるみにうむ,auiniuu
あれ,あれ,ae
亜鈴,あれい,aei
唖鈴,あれい,aei
アレーン,あれーん,aeen
彼此,ひし,ii
あれた,あれた,aea
あれち,あれち,aei
荒地,あれち,aei
アレルギー,あれるぎー,aeuii
アレンジ,あれんじ,aeni
アレンジャー,あれんじゃー,aenaa
アロサウルス,あろさうるす,aoauuu
アロハ,あろは,aoa
アロマ,あろま,aoa
アロマテラピー,あろまてらぴー,aoaeaii
あわ,あわ,aa
アワ,あわ,aa
あわい,あわい,aai
あわおどり,あわおどり,aaooi
あわせ,あわせ,aae
あわだま,あわだま,aaaa
あわび,あわび,aai
あわふきむし,あわふきむし,aauiui
あわもり,あわもり,aaoi
あわゆき,あわゆき,aaui
あわれ,あわれ,aae
あわれみ,あわれみ,aaei
安,あん,an
案,あん,an
餡,あん,an
安慰,あんい,ani
安易,あんい,ani
安逸,あんいつ,aniu
アンインストール,あんいんすとーる,aninuoou
暗雲,あんうん,anun
暗影,あんえい,anei
安価,あんか,ana
案下,あんか,ana
行火,あんか,ana
安臥,あんが,ana
アンカー,あんかー,anaa
案外,あんがい,anai
安閑,あんかん,anan
安危,あんき,ani
暗記,あんき,ani
暗鬼,あんき,ani
諳記,あんき,ani
行脚,あんぎゃ,ana
暗渠,あんきょ,ano
暗愚,あんぐ,anu
アングロサクソン,あんぐろさくそん,anuoauon
暗君,あんくん,anun
アンケート,あんけーと,aneeo
案件,あんけん,anen
安居,あんきょ,ano
安康,あんこう,anou
鮟鱇,あんこう,anou
庵号,あんごう,anou
暗号,あんごう,anou
暗合,あんごう,anou
暗号化,あんごうか,anoua
暗号文,あんごうぶん,anouun
安国,あんこく,anou
暗黒,あんこく,anou
闇黒,あんこく,anou
暗黒街,あんこくがい,anouai
暗殺,あんさつ,anau
安産,あんざん,anan
暗算,あんざん,anan
安山岩,あんざんがん,ananan
案山子,かかし,aai
暗視,あんし,ani
按司,あじ,ai
暗示,あんじ,ani
アンジェリク,あんじぇりく,anieiu
暗室,あんしつ,aniu
庵室,あんしつ,aniu
暗弱,あんじゃく,anau
安住,あんじゅう,anuu
案出,あんしゅつ,anuu
暗唱,あんしょう,anou
暗礁,あんしょう,anou
暗証,あんしょう,anou
暗誦,あんしょう,anou
諳誦,あんしょう,anou
暗証番号,あんしょうばんごう,anouanou
安心,あんしん,anin
按針,あんじん,anin
アンズ,あんず,anu
杏子,きょうこ,ouo
安静,あんせい,anei
暗線,あんせん,anen
安全,あんぜん,anen
暗然,あんぜん,anen
安全性,あんぜんせい,anenei
安全第一,あんぜんだいいち,anenaiii
安全地帯,あんぜんちたい,aneniai
安全牌,あんぜんぱい,anenai
安全率,あんぜんりつ,aneniu
安息,あんそく,anou
安息香酸,あんそくこうさん,anououan
安息日,あんそくび,anoui
あんだ,あんだ,ana
安打,あんだ,ana
アンダースカート,あんだーすかーと,anaauaao
アンダーライン,あんだーらいん,anaaain
あんたい,あんたい,anai
安泰,あんたい,anai
安宅,あんたく,anau
アンタッチャブル,あんたっちゃぶる,anaauu
あんだら,あんだら,anaa
暗澹,あんたん,anan
アンチ,あんち,ani
安置,あんち,ani
アンチエイジング,あんちえいじんぐ,anieiinu
アンチクライマックス,あんちくらいまっくす,aniuaiauu
アンチモン,あんちもん,anion
安着,あんちゃく,anau
暗中,あんちゅう,anuu
暗中模索,あんちゅうもさく,anuuoau
安直,あんちょく,anou
安定,あんてい,anei
アンテナ,あんてな,anena
暗転,あんてん,anen
あんど,あんど,ano
アンド,あんど,ano
安堵,あんど,ano
アントニム,あんとにむ,anoniu
行灯,あんどん,anon
行燈,あんどん,anon
案内,あんない,annai
案内書,あんないしょ,annaio
案内状,あんないじょう,annaiou
アンニュイ,あんにゅい,annui
安養,あんよう,anou
